ID,label,Unnamed: 2
2ip0aa,Ayam Goreng,
1301op,Gado Gado,
co79sd,Sate Madura,
1t8fxm,Bakso,
kc0fqj,Ayam Bakar,
9mewwa,Gado Gado,
jisz5u,Gado Gado,
8q8kc3,Gudeg,
h76bnm,Bakso,
7tzm66,Sate Madura,
ye59oz,Pempek,
mmw3kn,Gudeg,
ylqw64,Ayam Goreng,
opbeax,Gado Gado,
7mnfrt,Sate Padang,
afwgja,Ayam Bakar,
yo19i3,Ayam Bakar,
0p8uzz,Rendang,
6qo7gf,Bakso,
hnnlb4,Sate Padang,
5iflf9,Sate Padang,
527xvc,Rendang,
clqr08,Bakso,
qycmkm,Gudeg,
ggjp25,Gado Gado,
zc32ka,Sate Madura,
mks9so,Ayam Bakar,
krnow2,Ayam Bakar,
1xfy6q,Gudeg,
s4pw00,Sate Padang,
nxm81r,Bakso,
l6rh6g,Ayam Goreng,
qpn3iv,Bakso,
0bdt1m,Ayam Pop,
i4yyry,Rendang,
ysr9ym,Gado Gado,
52jxyy,Ayam Pop,
dscxrt,Ayam Goreng,
y30bmc,Pempek,
2a0lwd,Bakso,
87tew2,Sate Padang,
lf1nfg,Bakso,
n1sqxp,Bakso,
njvqho,Coto Makassar,
ilfsf3,Gado Gado,
nthzrp,Rendang,
gbz6u6,Bakso,
sbo0me,Bakso,
ab3fto,Pempek,
kbiakn,Gado Gado,
7rz451,Ayam Goreng,
zhwh3x,Rendang,
6vx65b,Gado Gado,
n2vgo9,Bakso,
turo2l,Nasi Goreng,
60qxy2,Rawon,
6fg2an,Rawon,
zalkj2,Gado Gado,
mhxypc,Bakso,
38izbc,Bakso,
77niu1,Gudeg,
wf0cn5,Rendang,
qwpjoe,Coto Makassar,
91lz87,Gado Gado,
ug3jqa,Gado Gado,
gucpol,Rawon,
z5o4n2,Ayam Pop,
gcw7kj,Bakso,
5q1nxy,Ayam Bakar,
cv63o8,Gado Gado,
wu17ex,Ayam Goreng,
a7kryn,Sate Padang,
t6dgrp,Rendang,
7olccv,Coto Makassar,
xfud78,Gudeg,
qahg6b,Gudeg,
p571ek,Gado Gado,
h3q1xi,Bakso,
ng9gvj,Sate Madura,
ji8te0,Ayam Goreng,
fzoobc,Bakso,
qvqi8j,Ayam Goreng,
7g7u4m,Sate Padang,
xjeg9c,Rawon,
pcdf9f,Ayam Goreng,
h853rq,Bakso,
lhojpe,Ayam Bakar,
kozpc1,Ayam Goreng,
owhecb,Nasi Goreng,
cd9tn8,Bakso,
8yvmmg,Pempek,
rmpt9e,Rendang,
b69nm0,Sate Padang,
4v58i6,Bakso,
o9q6rx,Rawon,
fj5mpv,Ayam Pop,
5x3kn4,Bakso,
tojeid,Ayam Pop,
h9s06i,Ayam Goreng,
8madqw,Rendang,
w3wsz2,Ayam Goreng,
5bogwu,Pempek,
x5v72u,Ayam Pop,
2biqkn,Bakso,
n7jft2,Rendang,
9skpi5,Nasi Goreng,
treiw0,Rendang,
1z3b7c,Sate Padang,
f79sut,Gudeg,
5tg9kc,Ayam Goreng,
9gus7u,Ayam Pop,
ffeqjq,Rendang,
ggve3n,Coto Makassar,
lfd28s,Rendang,
2n5oku,Rendang,
380pkl,Ayam Pop,
30viw0,Coto Makassar,
6zdxr2,Ayam Goreng,
5hr6nm,Ayam Goreng,
o56pq1,Rendang,
k1fd12,Bakso,
0e6p6e,Bakso,
fbvyjb,Rendang,
xtfqm4,Sate Madura,
2j25wt,Nasi Goreng,
5ler5c,Gado Gado,
dpxdsb,Rendang,
7ukxq2,Ayam Goreng,
9zym6m,Ayam Goreng,
m3b2f8,Sate Padang,
pdnn6o,Bakso,
c8j0xd,Bakso,
q2he79,Ayam Goreng,
mvy3yq,Nasi Goreng,
jca1cz,Ayam Bakar,
0oau73,Nasi Goreng,
g2z654,Bakso,
5xch4m,Sate Padang,
gf95x5,Sate Madura,
tmrkvv,Ayam Goreng,
pi5k0w,Bakso,
g6lqm4,Sate Padang,
lhszcu,Bakso,
se0yeg,Ayam Pop,
04wkki,Bakso,
n41bgo,Rendang,
lrq7s3,Rendang,
hyefua,Bakso,
bkzz8c,Rendang,
82a4np,Ayam Goreng,
ap5mw1,Rendang,
j87zac,Ayam Goreng,
9xmnl0,Bakso,
a7lerl,Gado Gado,
xfzgkk,Ayam Goreng,
7n69qz,Soto,
z392g6,Bakso,
ujtpa4,Gudeg,
agdwir,Bakso,
9zpp92,Ayam Goreng,
ywawkh,Nasi Goreng,
7kcoze,Nasi Goreng,
gjnfbq,Ayam Pop,
keh195,Ayam Goreng,
kkxpap,Nasi Goreng,
dad54b,Sate Madura,
nu8uza,Rendang,
7e917c,Ayam Bakar,
f9rgnh,Ayam Bakar,
2jp8vm,Coto Makassar,
jfokso,Gudeg,
2ftejn,Bakso,
kgyr32,Ayam Goreng,
wofdp0,Rendang,
qi8uhd,Ayam Goreng,
sg0ey9,Gado Gado,
4uezsz,Ayam Goreng,
yoqw5u,Coto Makassar,
rmwqdc,Coto Makassar,
txf1mh,Gado Gado,
0ibmsg,Gudeg,
d5zhx2,Bakso,
hl41sp,Ayam Pop,
wen60k,Bakso,
uf4eqa,Nasi Goreng,
e2n8ip,Nasi Goreng,
877iag,Gado Gado,
ru0sl7,Ayam Goreng,
400eom,Sate Padang,
q6heuu,Bakso,
pm0yhj,Rendang,
k4fg4t,Sate Madura,
osx8h8,Nasi Goreng,
sajgfh,Ayam Bakar,
4bdo4i,Ayam Bakar,
l32vah,Ayam Bakar,
ak4swb,Sate Padang,
de92bu,Sate Madura,
ykqvkf,Gudeg,
spr1fa,Ayam Bakar,
jpoh5g,Nasi Goreng,
lll7ke,Ayam Goreng,
stmohb,Gado Gado,
tjco0u,Rendang,
jkt548,Nasi Goreng,
8iibhw,Rendang,
2l0oqf,Gudeg,
y9evk4,Sate Padang,
tvzrff,Rendang,
4qmp7x,Ayam Goreng,
wiytaw,Sate Padang,
6a95lp,Rendang,
y3v5ir,Bakso,
oyi6ji,Ayam Pop,
mtbsd6,Ayam Goreng,
z34eni,Ayam Bakar,
f0u9g6,Gado Gado,
jk32hr,Rawon,
crxaub,Nasi Goreng,
xavqmm,Soto,
7sdrcv,Rendang,
s3bdy6,Bakso,
0sy839,Rendang,
zk95wk,Gado Gado,
pno3m1,Nasi Goreng,
zy68ol,Gudeg,
tmm10m,Bakso,
tt5khn,Rawon,
tjzhe9,Ayam Goreng,
494rae,Ayam Pop,
13thql,Ayam Bakar,
ycdac0,Ayam Goreng,
d3ugxw,Rendang,
qe20dk,Ayam Pop,
5lhd95,Sate Padang,
cssxrl,Rendang,
7dqu17,Gudeg,
6j5anw,Gado Gado,
s5xk6l,Ayam Goreng,
75gld7,Rawon,
1p0r1v,Sate Padang,
a7ovsa,Bakso,
0rtagv,Bakso,
topd8i,Sate Padang,
xfmubl,Ayam Goreng,
1bw7fs,Rendang,
9soa8h,Gado Gado,
eltuj7,Sate Padang,
j0u8oz,Nasi Goreng,
4voy9c,Sate Padang,
aj88ik,Nasi Goreng,
uied1p,Rendang,
2d7yh8,Sate Padang,
nvfmij,Rendang,
0aiagz,Nasi Goreng,
hr0mp5,Rawon,
eot67l,Rendang,
x9zcob,Ayam Goreng,
xaibrr,Rawon,
cvq1fc,Sate Padang,
aumube,Ayam Goreng,
fyenxa,Rendang,
onctf9,Rendang,
9hpq1q,Rendang,
6tu7qi,Bakso,
nyj22n,Ayam Pop,
2hnovf,Ayam Goreng,
0nadol,Nasi Goreng,
wqw8w1,Sate Padang,
wgnpok,Gudeg,
d5tajx,Ayam Goreng,
sz8km9,Ayam Pop,
n7t6ib,Gado Gado,
rrb7ru,Ayam Goreng,
jc73p9,Sate Madura,
3zae8p,Bakso,
ge48g1,Ayam Goreng,
ygu7z3,Ayam Goreng,
wq6owk,Gado Gado,
sk98sc,Ayam Goreng,
2fbhm3,Ayam Goreng,
p35zbl,Rendang,
ljee0i,Rawon,
785lti,Sate Padang,
0ctsf1,Nasi Goreng,
sm51kh,Gado Gado,
2ddkc4,Sate Padang,
u1os5m,Rendang,
bvtrvj,Rendang,
5bsfov,Nasi Goreng,
c4lzqk,Gado Gado,
2g9yhj,Rendang,
y1a3e1,Nasi Goreng,
lmamm0,Sate Madura,
m7q163,Nasi Goreng,
8k02q0,Ayam Bakar,
wsbqjw,Ayam Pop,
nepkej,Sate Madura,
0a4zbm,Bakso,
c0pvd3,Sate Madura,
ugi0mt,Gudeg,
4m2hxo,Rendang,
iqegtz,Ayam Goreng,
gixeid,Ayam Goreng,
9g638f,Gado Gado,
8u95qq,Sate Padang,
xneomh,Sate Madura,
j2df65,Bakso,
l4op8i,Pempek,
h939co,Ayam Pop,
0vtmxb,Nasi Goreng,
j0s559,Ayam Goreng,
gefka4,Sate Madura,
usn8h9,Gudeg,
ee72g9,Ayam Goreng,
kka1n2,Gudeg,
6itr8t,Bakso,
s58hn5,Sate Madura,
fap508,Bakso,
atk81c,Gado Gado,
i16ico,Rendang,
ma30j3,Ayam Goreng,
j7ol8u,Ayam Pop,
136ib1,Ayam Pop,
0jbk8n,Rendang,
t5r684,Bakso,
thjkln,Gado Gado,
zlk3su,Bakso,
4h9dnd,Sate Madura,
cpf4jk,Sate Padang,
wkvg39,Rendang,
3o1nww,Ayam Bakar,
5p64zy,Gado Gado,
3gnz9l,Rendang,
ddhlwg,Sate Padang,
anwdgw,Rendang,
excqh1,Ayam Goreng,
fsui63,Bakso,
6zz5zm,Sate Padang,
q1o13g,Ayam Goreng,
s8hqj1,Sate Padang,
uob1da,Ayam Bakar,
wpn7xi,Ayam Pop,
c07m81,Coto Makassar,
q7xwsv,Bakso,
ecs485,Bakso,
luuqt4,Pempek,
fsawiq,Nasi Goreng,
wu33a3,Rendang,
rrawe7,Nasi Goreng,
sgotnl,Rendang,
ybcral,Ayam Pop,
j736gc,Nasi Goreng,
ha0cls,Nasi Goreng,
gbzw5z,Ayam Goreng,
wiqd9z,Sate Padang,
444vd8,Bakso,
m5jctj,Ayam Goreng,
onzc4k,Nasi Goreng,
p0vlh8,Ayam Goreng,
1bwc43,Bakso,
3y3tov,Coto Makassar,
ywx5mg,Ayam Pop,
esytc2,Nasi Goreng,
exz122,Gudeg,
m3trfn,Ayam Goreng,
wvgrfw,Bakso,
oaaxob,Sate Padang,
k702g9,Ayam Goreng,
ygksoc,Ayam Goreng,
sfkfcs,Rendang,
ytcwjz,Ayam Pop,
jf843e,Gado Gado,
79r3t1,Ayam Goreng,
xdeqr5,Nasi Goreng,
2vliry,Ayam Pop,
aev112,Rendang,
bic5xq,Sate Madura,
ohumq0,Sate Madura,
h7hmo8,Rendang,
0k3ddz,Gudeg,
xnx229,Pempek,
am39l3,Ayam Goreng,
m5fd1r,Sate Madura,
ms49k5,Nasi Goreng,
vwrsky,Gudeg,
ffxstn,Bakso,
djwa74,Coto Makassar,
zax7cb,Bakso,
ce9q4z,Gudeg,
3ltame,Sate Padang,
pife5u,Rendang,
9oxblm,Gudeg,
v4rd87,Ayam Pop,
tvq3bw,Bakso,
ewq6nk,Ayam Goreng,
xtclkb,Ayam Bakar,
szeng3,Bakso,
n5cf21,Bakso,
cfscf8,Bakso,
txxreu,Sate Padang,
kerk61,Bakso,
1g8f79,Sate Madura,
ex00an,Gudeg,
mhmgqe,Gado Gado,
0er077,Bakso,
pxb07i,Ayam Goreng,
k3x2jm,Bakso,
0d87ub,Sate Padang,
9sllp2,Gado Gado,
8g9iwk,Bakso,
66bw4a,Ayam Goreng,
r8eyne,Sate Padang,
0xgguz,Bakso,
6dfitv,Ayam Bakar,
su1vob,Bakso,
ph3js0,Sate Madura,
s189lz,Ayam Goreng,
k0kqf4,Ayam Pop,
jov47k,Ayam Goreng,
jx6nqk,Rendang,
wlbsvr,Rendang,
7wbgx1,Gudeg,
t0f69w,Gudeg,
zgp5q9,Ayam Goreng,
8nexiw,Gado Gado,
p4rahw,Rendang,
0slbja,Ayam Pop,
w685il,Sate Madura,
g0te4k,Sate Padang,
6nivh0,Ayam Bakar,
keujk5,Gado Gado,
sjy1ph,Bakso,
jk9pnm,Bakso,
5gxly2,Sate Padang,
jz2aky,Gudeg,
fmdui9,Bakso,
42zudd,Rendang,
9kcpb2,Bakso,
a1p7qr,Nasi Goreng,
5yfmgb,Soto,
os4gp2,Nasi Goreng,
ztqgfl,Bakso,
hseb9k,Pempek,
2jynpg,Rendang,
4m3fmq,Rendang,
ong3u0,Gudeg,
2ms94q,Rendang,
36pc3x,Gudeg,
dyu90m,Rendang,
og0ij5,Ayam Goreng,
2rx5vj,Ayam Goreng,
bxpwnk,Rendang,
mwfwoa,Gudeg,
1ctqdp,Sate Madura,
sbz2ux,Gudeg,
rxjuqb,Sate Madura,
z7a810,Sate Padang,
xmm1oh,Bakso,
06xfo2,Ayam Goreng,
biajme,Pempek,
07nmzv,Nasi Goreng,
bpxalf,Ayam Bakar,
i9jeki,Ayam Pop,
wn09k1,Rendang,
dduzfl,Nasi Goreng,
hqao33,Sate Madura,
dr0xbr,Gado Gado,
8iv1oa,Sate Padang,
yyahxx,Bakso,
fvzbji,Sate Padang,
l70jto,Gado Gado,
6na1ui,Ayam Bakar,
8hqek7,Sate Madura,
2dvtps,Gudeg,
hc9r6i,Ayam Goreng,
b6omka,Nasi Goreng,
2p2gpw,Sate Madura,
87f844,Sate Padang,
dypqzu,Bakso,
da9ivw,Sate Padang,
z57gsw,Sate Padang,
cbcwhc,Ayam Goreng,
rpokbb,Ayam Pop,
1xuh5a,Bakso,
hmuhyl,Gudeg,
njkxhi,Rendang,
0kvo4y,Rendang,
baph1f,Nasi Goreng,
mp2m8m,Rendang,
5wjvzy,Sate Padang,
pvottu,Bakso,
3lzn8m,Nasi Goreng,
r0r9z7,Nasi Goreng,
0l3ybk,Gudeg,
e405nb,Ayam Pop,
7llog3,Gado Gado,
mc8q8a,Rendang,
kezh96,Sate Madura,
mn734i,Ayam Goreng,
4bppkr,Gado Gado,
osjvxg,Ayam Pop,
buu0gt,Bakso,
d6eplm,Ayam Goreng,
vd7urd,Ayam Goreng,
a93kdr,Gudeg,
3bo75p,Nasi Goreng,
p6xgjy,Sate Padang,
85mxca,Gudeg,
3lncjz,Ayam Bakar,
djb23e,Rendang,
uyn41t,Ayam Goreng,
tn7966,Sate Padang,
5eoqjp,Gado Gado,
0zgpdj,Ayam Goreng,
yd6xu9,Gado Gado,
l99o0v,Sate Madura,
j6fqz5,Bakso,
g0yvy8,Gudeg,
yww2im,Rendang,
bswz3m,Bakso,
5labi1,Gudeg,
1ymbig,Bakso,
6rga4r,Rawon,
xdupb7,Bakso,
b7wjp4,Ayam Goreng,
f3o46x,Rawon,
9zqtlv,Gado Gado,
ebzr2j,Rendang,
rpoo7q,Bakso,
1n7l8b,Ayam Pop,
7vn2w7,Rendang,
tqfrod,Sate Padang,
e4b86t,Rendang,
8b9vhu,Sate Madura,
i5qxxz,Nasi Goreng,
8q31r5,Rendang,
7eijsj,Coto Makassar,
q3ik9j,Sate Padang,
s3aw39,Sate Padang,
6zw8ko,Sate Madura,
3vjbfd,Pempek,
eiikxa,Gado Gado,
pnnhd9,Bakso,
i79jjl,Nasi Goreng,
tfofxk,Sate Padang,
mex70x,Ayam Goreng,
g0bxc1,Ayam Goreng,
ohu1vx,Rendang,
rwdu7v,Ayam Goreng,
9xwtq3,Sate Padang,
nux9yi,Pempek,
x7o8gi,Sate Madura,
xnrkbh,Bakso,
k90kew,Ayam Goreng,
28qsfj,Bakso,
lnzry3,Rawon,
ih3fs5,Bakso,
6plsyp,Rendang,
dxze9a,Ayam Pop,
ilmuxl,Gudeg,
o2l1hx,Ayam Goreng,
c1qcw5,Ayam Goreng,
vqhpk5,Ayam Bakar,
8c1edu,Sate Madura,
pa75xq,Rendang,
mxav50,Bakso,
75jllm,Bakso,
ezs356,Ayam Goreng,
b7z0dj,Rendang,
la7rek,Ayam Bakar,
g68xi9,Bakso,
pa5702,Bakso,
dchpo0,Ayam Pop,
1suq8c,Rendang,
uxfwl3,Rendang,
qmn49q,Nasi Goreng,
ovpl0r,Gudeg,
kdsq8h,Ayam Bakar,
k3or2v,Bakso,
r1dwjr,Rendang,
oty1q8,Rawon,
hn51vf,Pempek,
5d3t0q,Rendang,
vts83l,Rendang,
rzwwbu,Ayam Bakar,
uhqvey,Ayam Goreng,
wd2tj9,Ayam Bakar,
6zn9lr,Rendang,
alil6r,Ayam Goreng,
iu78n2,Nasi Goreng,
xkj4rb,Ayam Goreng,
zoscsh,Gudeg,
f5m8rs,Ayam Goreng,
3raki2,Ayam Goreng,
qxh0hk,Sate Padang,
xpe3i6,Rendang,
7g7a4h,Sate Madura,
tl1iat,Ayam Bakar,
4mi80o,Ayam Bakar,
0nbcxo,Rawon,
r1gltt,Soto,
gyrbl2,Bakso,
susolk,Ayam Goreng,
s1lm3i,Ayam Goreng,
s644hm,Sate Padang,
hhc5gr,Nasi Goreng,
bbvesz,Sate Padang,
2w2xuw,Rendang,
9b2y4u,Bakso,
9nvwlr,Bakso,
l8ljqy,Nasi Goreng,
m5nxhl,Pempek,
4mc4wr,Gado Gado,
5ovatx,Ayam Goreng,
aj5i65,Ayam Goreng,
njccmq,Ayam Pop,
20k62m,Ayam Goreng,
e70whs,Gudeg,
1qi1zp,Bakso,
q2hx0m,Bakso,
y46adv,Nasi Goreng,
pguzsc,Sate Madura,
6u4frh,Ayam Goreng,
w2fhh8,Ayam Goreng,
f45pum,Rendang,
rjrz9j,Bakso,
i3ew06,Nasi Goreng,
sz64pn,Ayam Bakar,
jyvidr,Sate Padang,
zp64up,Sate Padang,
7ku8dd,Sate Padang,
jdtomx,Bakso,
38x8l5,Sate Padang,
dasa7o,Coto Makassar,
0wgus8,Rawon,
g52zkp,Bakso,
q8osm8,Ayam Goreng,
qdvgk3,Rendang,
yr26l7,Gudeg,
w9i2te,Bakso,
o7ulsa,Ayam Goreng,
gpu9gg,Ayam Pop,
mmcezb,Sate Padang,
3jyvgp,Gado Gado,
l0wjp0,Sate Madura,
l8yskk,Rendang,
f7tgq2,Nasi Goreng,
1gt7al,Bakso,
awk5vf,Gado Gado,
vus3uk,Gudeg,
q2ynmb,Ayam Goreng,
ohg23q,Rendang,
4lmvf8,Bakso,
nhkjs8,Nasi Goreng,
30wdkz,Ayam Goreng,
2e7igv,Nasi Goreng,
e1dzyd,Gado Gado,
g84il0,Nasi Goreng,
21q7ci,Gado Gado,
eesc7w,Pempek,
hnx1yu,Ayam Goreng,
y9fc2e,Gado Gado,
b0bo3t,Sate Padang,
ezq2hn,Pempek,
mwcqyz,Sate Madura,
zggq0o,Sate Madura,
1zfqsc,Ayam Goreng,
kop9wo,Sate Madura,
gjjgst,Gado Gado,
36xre1,Bakso,
rnc4cr,Bakso,
0g13wo,Ayam Bakar,
atp3py,Sate Madura,
2vopjg,Sate Padang,
00ae48,Bakso,
jlform,Ayam Goreng,
kykkwi,Ayam Goreng,
yilo7w,Sate Padang,
4izt8f,Ayam Betutu,
rjz343,Sate Madura,
pxivt4,Bakso,
gbphj9,Gado Gado,
ihmt2r,Bakso,
o0jv9o,Sate Padang,
7k11q0,Ayam Pop,
004v2b,Ayam Goreng,
epf71s,Gudeg,
nnch5y,Sate Madura,
179bfc,Rendang,
pr640m,Rendang,
y2wlt3,Ayam Pop,
0axw50,Ayam Goreng,
5tnyre,Gado Gado,
hwr877,Ayam Goreng,
135w5u,Bakso,
dcv2lt,Bakso,
hok0yi,Ayam Pop,
1f6ix1,Rendang,
xue1gi,Ayam Bakar,
okxztf,Rendang,
v9evlk,Bakso,
t2aywt,Sate Padang,
vrzcpc,Gado Gado,
vqih6y,Ayam Bakar,
vnwdsz,Gudeg,
vqrbrp,Rendang,
a8yqk6,Bakso,
frw7sk,Soto,
qy7mt9,Bakso,
a8ol0q,Rawon,
2bohv6,Nasi Goreng,
q4czpg,Ayam Pop,
tt52t6,Nasi Goreng,
001g4d,Bakso,
lpbmcl,Bakso,
ld19v4,Rendang,
lyfvqo,Rendang,
xqgsi3,Bakso,
qiv4ht,Ayam Bakar,
8lvm3b,Sate Madura,
xjg0kl,Gado Gado,
emdrz5,Rendang,
xbpdpo,Gado Gado,
3srpr1,Nasi Goreng,
0j7jd9,Bakso,
4bcmlx,Gado Gado,
xynnlk,Ayam Pop,
weh2j9,Ayam Pop,
zp5smb,Rendang,
uvf9mq,Sate Padang,
wzr8a5,Ayam Bakar,
4hcz0c,Ayam Bakar,
6ndmm0,Sate Padang,
u5ie55,Sate Padang,
ay3axz,Sate Madura,
uk1gqs,Bakso,
eswhow,Gado Gado,
bq2r49,Bakso,
wkjxto,Ayam Goreng,
3r7m47,Rendang,
5mq1y2,Bakso,
pmm0d2,Nasi Goreng,
mer6lb,Rendang,
qxl7rz,Nasi Goreng,
lk4hbi,Rendang,
ii8a0f,Sate Padang,
gux5jr,Sate Madura,
yn0078,Ayam Goreng,
mlyae6,Bakso,
tzgp15,Bakso,
5vzybj,Bakso,
07t1c1,Ayam Pop,
qp5kic,Ayam Goreng,
z0pol6,Ayam Goreng,
9rm2el,Ayam Pop,
zj0sby,Sate Padang,
0ozpbd,Sate Padang,
g633l9,Sate Padang,
83xggy,Sate Madura,
ysixcg,Sate Padang,
zugb4c,Bakso,
ubqfj1,Rendang,
po11lh,Ayam Goreng,
j8s1w2,Gudeg,
hli474,Bakso,
rt66b4,Nasi Goreng,
gxvdph,Ayam Bakar,
x8sqt6,Ayam Bakar,
hgxa7p,Ayam Goreng,
p2lvx4,Bakso,
jjpnj8,Gudeg,
xye2w9,Bakso,
mbfp9s,Nasi Goreng,
lepfxi,Gado Gado,
7hkhdt,Nasi Goreng,
knoqa8,Ayam Pop,
62uo1o,Sate Madura,
19m2f9,Ayam Goreng,
81qb34,Sate Madura,
pyhd89,Nasi Goreng,
93cjih,Rawon,
55tjw4,Sate Madura,
z0es0r,Ayam Goreng,
a5l3y9,Rendang,
79y72v,Bakso,
g11igo,Rendang,
ibrkb0,Rawon,
2guc2p,Gado Gado,
eakbnv,Bakso,
76auu2,Nasi Goreng,
rgeo00,Bakso,
0oymc8,Sate Madura,
84ummu,Nasi Goreng,
t3xubf,Rendang,
hmyth1,Ayam Goreng,
ext5gs,Ayam Bakar,
1qrndk,Nasi Goreng,
b81h65,Ayam Goreng,
gjide2,Ayam Goreng,
8gla24,Sate Madura,
97b33l,Rendang,
x2ngtm,Rendang,
y2sh2e,Nasi Goreng,
2h2jjv,Ayam Betutu,
4yc5rk,Gado Gado,
117b96,Ayam Goreng,
o8hr7y,Rendang,
kcdjij,Ayam Goreng,
pe9a1w,Rendang,
06b0j5,Gado Gado,
prxi0r,Nasi Goreng,
20ffzb,Rendang,
ob1y2x,Sate Padang,
ndogz5,Ayam Goreng,
jhf05m,Ayam Goreng,
7nfqer,Nasi Goreng,
dnow2h,Sate Padang,
q9oeci,Gado Gado,
f4zv1q,Ayam Goreng,
qy6ueu,Gudeg,
sfdgq3,Sate Madura,
hq2gho,Nasi Goreng,
2g6n5d,Ayam Goreng,
xv1tor,Sate Padang,
a2lmsa,Sate Padang,
ng8h5b,Nasi Goreng,
rqkau3,Ayam Goreng,
qbklp0,Ayam Goreng,
3w93oc,Ayam Bakar,
tklbvc,Rendang,
zu6mt2,Gudeg,
hkkejr,Bakso,
63uxrs,Rendang,
sx8sh7,Rendang,
17zxr8,Sate Madura,
89wnir,Coto Makassar,
xaube7,Nasi Goreng,
wcswnx,Ayam Goreng,
bc7ots,Sate Padang,
g9qsqo,Ayam Goreng,
zomuwl,Gado Gado,
9az0y0,Rendang,
ae3v49,Ayam Goreng,
iqonfz,Nasi Goreng,
p83j6k,Ayam Bakar,
g09d0s,Nasi Goreng,
d72x4i,Bakso,
uoqedk,Rendang,
w6yn02,Ayam Goreng,
q5z2n0,Bakso,
ke197b,Bakso,
xlhhl3,Nasi Goreng,
d2iwms,Nasi Goreng,
z6eglr,Bakso,
3at5qv,Gudeg,
bl1juu,Gudeg,
38oxep,Gudeg,
gjrko1,Rawon,
ufglxq,Sate Madura,
0qkggm,Ayam Pop,
g3qflx,Ayam Bakar,
e1o2a7,Ayam Pop,
n04v5n,Rendang,
02nf1z,Sate Padang,
z60vs6,Ayam Goreng,
hmpxcu,Ayam Goreng,
8s1rqi,Rendang,
kgbbwr,Ayam Pop,
43t7pm,Ayam Pop,
9yqzcn,Gudeg,
xtw1n2,Rendang,
s3t77k,Rendang,
pltgqe,Bakso,
w79vgp,Rendang,
o2bhaz,Rawon,
qzt0ci,Rendang,
jeqyd8,Rendang,
54u0wa,Sate Madura,
04gh8d,Ayam Bakar,
txshvr,Bakso,
zt93li,Ayam Pop,
mnpqrj,Ayam Pop,
umk7ic,Gudeg,
aorivj,Sate Padang,
l746b4,Rendang,
bpd66v,Gudeg,
xr4jic,Ayam Bakar,
igu0u8,Gado Gado,
opyu8f,Rendang,
nut3om,Sate Madura,
xoxixo,Bakso,
chz63d,Rendang,
mwxl3o,Sate Madura,
153xqk,Ayam Pop,
a3tv9u,Rendang,
je3185,Bakso,
z4amw4,Ayam Pop,
dxnggs,Sate Padang,
n8a0id,Sate Padang,
7yl6kx,Bakso,
u0uiw6,Rendang,
v44udr,Rendang,
q3nugw,Bakso,
oou5up,Ayam Pop,
cipt8i,Ayam Goreng,
oghxsh,Rawon,
230e1n,Rendang,
9v5s8e,Sate Padang,
pllytw,Sate Padang,
27lwoj,Pempek,
5khb3z,Nasi Goreng,
fpcf9d,Ayam Pop,
zoyrp3,Bakso,
tt3j83,Bakso,
en15fa,Pempek,
ew9sa0,Coto Makassar,
cvdw61,Nasi Goreng,
b8rcae,Ayam Bakar,
g6fhku,Nasi Goreng,
vkg965,Sate Padang,
tcwizd,Ayam Goreng,
3chcju,Bakso,
jen4jj,Sate Padang,
gasezs,Bakso,
mkquio,Ayam Goreng,
ago1ly,Bakso,
3pm1a5,Rendang,
7jjxx4,Rendang,
6f5j2k,Gado Gado,
1et4rw,Nasi Goreng,
5596vl,Rendang,
nhz44j,Bakso,
vwz0aj,Bakso,
zh62q5,Rawon,
7fnhtp,Sate Madura,
8vli8c,Bakso,
rpw8on,Bakso,
11z4yt,Nasi Goreng,
4dgsx4,Ayam Goreng,
moo8sv,Sate Padang,
t39wru,Ayam Goreng,
8yaeqw,Nasi Goreng,
ac6bsk,Gudeg,
8c0v4w,Bakso,
d39ayl,Coto Makassar,
7z4jx1,Sate Madura,
epek9v,Rendang,
r6jzl8,Nasi Goreng,
a53wnp,Rendang,
gyb85p,Nasi Goreng,
vn00re,Nasi Goreng,
zfl63c,Ayam Bakar,
3ggwhd,Ayam Goreng,
w1gfy0,Rendang,
fapggn,Gado Gado,
bjdzz8,Ayam Betutu,
3sxn2q,Ayam Goreng,
kb3wse,Gudeg,
cdtbje,Sate Madura,
j0yqcb,Pempek,
3p69fx,Ayam Goreng,
6q4zel,Rendang,
gltm2j,Gado Gado,
8ck71p,Gudeg,
irhvbk,Gudeg,
2ap4sa,Ayam Goreng,
7cl1or,Gado Gado,
5ykmuv,Gudeg,
nfhadp,Ayam Pop,
d439fy,Nasi Goreng,
fn1rs6,Sate Madura,
7mrby1,Pempek,
py8rv7,Bakso,
b2qv5l,Ayam Goreng,
92qy0t,Bakso,
uz8vpn,Bakso,
cb3je6,Bakso,
jn4oay,Rendang,
rkvpjw,Bakso,
u01kzq,Bakso,
wnn2ju,Gado Gado,
sblcdr,Ayam Goreng,
kz5axf,Bakso,
51ni0s,Rendang,
rsz8u5,Gado Gado,
yceb9y,Ayam Bakar,
wed9f5,Gudeg,
uhht2s,Rendang,
ul5uhq,Nasi Goreng,
1voy92,Ayam Goreng,
g3n1jj,Rendang,
z0zp5a,Rendang,
v96udo,Rendang,
gvpy3z,Gado Gado,
5n6k0n,Bakso,
auc78d,Rendang,
l0lyfp,Nasi Goreng,
6wxc2q,Rendang,
