ID,label
h3q1xi,Bakso
ng9gvj,Sate Padang
ji8te0,Pempek
fzoobc,Coto Makassar
qvqi8j,Ayam Betutu
7g7u4m,Coto Makassar
xjeg9c,Rawon
pcdf9f,Ayam Goreng
h853rq,Coto Makassar
lhojpe,Ayam Betutu
kozpc1,Ayam Betutu
owhecb,Nasi Goreng
cd9tn8,Soto
8yvmmg,Pempek
rmpt9e,Ayam Betutu
b69nm0,Sate Madura
4v58i6,Coto Makassar
o9q6rx,Rawon
fj5mpv,Ayam Pop
5x3kn4,Bakso
tojeid,Ayam Pop
h9s06i,Ayam Betutu
8madqw,Rendang
w3wsz2,Ayam Pop
5bogwu,Pempek
x5v72u,Ayam Goreng
2biqkn,Bakso
n7jft2,Rendang
9skpi5,Gado Gado
treiw0,Rendang
1z3b7c,Bakso
f79sut,Gudeg
5tg9kc,Ayam Goreng
9gus7u,Ayam Pop
ffeqjq,Rendang
ggve3n,Soto
lfd28s,Rendang
2n5oku,Rawon
380pkl,Ayam Pop
30viw0,Coto Makassar
6zdxr2,Ayam Goreng
5hr6nm,Ayam Pop
o56pq1,Rendang
k1fd12,Bakso
0e6p6e,Coto Makassar
fbvyjb,Gudeg
xtfqm4,Sate Madura
2j25wt,Nasi Goreng
5ler5c,Gado Gado
dpxdsb,Rendang
7ukxq2,Ayam Bakar
9zym6m,Ayam Goreng
m3b2f8,Sate Padang
pdnn6o,Soto
c8j0xd,Soto
q2he79,Ayam Betutu
mvy3yq,Soto
jca1cz,Ayam Bakar
0oau73,Nasi Goreng
g2z654,Bakso
5xch4m,Coto Makassar
gf95x5,Sate Madura
tmrkvv,Ayam Goreng
pi5k0w,Soto
g6lqm4,Soto
lhszcu,Soto
se0yeg,Ayam Bakar
04wkki,Soto
n41bgo,Gudeg
lrq7s3,Rendang
hyefua,Kotak Putih
bkzz8c,Gudeg
82a4np,Ayam Betutu
ap5mw1,Ayam Betutu
j87zac,Ayam Pop
9xmnl0,Bakso
a7lerl,Gado Gado
xfzgkk,Gudeg
7n69qz,Soto
z392g6,Pempek
ujtpa4,Sate Madura
agdwir,Bakso
9zpp92,Gudeg
ywawkh,Ayam Betutu
7kcoze,Nasi Goreng
gjnfbq,Ayam Pop
keh195,Ayam Betutu
kkxpap,Nasi Goreng
dad54b,Sate Madura
nu8uza,Ayam Betutu
7e917c,Ayam Bakar
f9rgnh,Sate Madura
2jp8vm,Coto Makassar
jfokso,Coto Makassar
2ftejn,Gado Gado
kgyr32,Ayam Betutu
wofdp0,Rendang
qi8uhd,Ayam Betutu
sg0ey9,Gado Gado
4uezsz,Ayam Betutu
yoqw5u,Coto Makassar
rmwqdc,Coto Makassar
txf1mh,Gado Gado
0ibmsg,Kotak Putih
d5zhx2,Bakso
hl41sp,Ayam Bakar
wen60k,Coto Makassar
uf4eqa,Nasi Goreng
e2n8ip,Rawon
877iag,Gado Gado
ru0sl7,Ayam Bakar
400eom,Sate Padang
q6heuu,Pempek
pm0yhj,Rawon
k4fg4t,Sate Madura
osx8h8,Nasi Goreng
sajgfh,Ayam Bakar
4bdo4i,Ayam Goreng
l32vah,Ayam Bakar
ak4swb,Sate Padang
de92bu,Sate Madura
ykqvkf,Kotak Putih
spr1fa,Ayam Goreng
jpoh5g,Pempek
lll7ke,Ayam Goreng
stmohb,Pempek
tjco0u,Rendang
jkt548,Nasi Goreng
8iibhw,Rendang
2l0oqf,Gudeg
y9evk4,Coto Makassar
tvzrff,Rawon
4qmp7x,Ayam Goreng
wiytaw,Sate Madura
6a95lp,Rendang
y3v5ir,Bakso
oyi6ji,Ayam Pop
mtbsd6,Ayam Betutu
z34eni,Ayam Pop
f0u9g6,Gado Gado
jk32hr,Coto Makassar
crxaub,Nasi Goreng
xavqmm,Coto Makassar
7sdrcv,Rendang
s3bdy6,Soto
0sy839,Rawon
zk95wk,Gado Gado
pno3m1,Nasi Goreng
zy68ol,Gudeg
tmm10m,Coto Makassar
tt5khn,Soto
tjzhe9,Ayam Betutu
494rae,Ayam Bakar
13thql,Ayam Bakar
ycdac0,Ayam Goreng
d3ugxw,Rendang
qe20dk,Pempek
5lhd95,Sate Padang
cssxrl,Rendang
7dqu17,Kotak Putih
6j5anw,Gado Gado
s5xk6l,Ayam Pop
75gld7,Rawon
1p0r1v,Gudeg
a7ovsa,Pempek
0rtagv,Bakso
topd8i,Sate Madura
xfmubl,Ayam Betutu
1bw7fs,Rendang
9soa8h,Pempek
eltuj7,Ayam Betutu
j0u8oz,Nasi Goreng
4voy9c,Sate Padang
aj88ik,Nasi Goreng
uied1p,Rendang
2d7yh8,Gudeg
nvfmij,Bakso
0aiagz,Nasi Goreng
hr0mp5,Rawon
eot67l,Ayam Goreng
x9zcob,Ayam Betutu
xaibrr,Rawon
cvq1fc,Sate Padang
aumube,Ayam Goreng
fyenxa,Gudeg
onctf9,Rawon
9hpq1q,Rendang
6tu7qi,Soto
nyj22n,Pempek
2hnovf,Ayam Goreng
0nadol,Nasi Goreng
wqw8w1,Sate Padang
wgnpok,Gudeg
d5tajx,Ayam Goreng
sz8km9,Ayam Pop
n7t6ib,Gudeg
rrb7ru,Ayam Goreng
jc73p9,Sate Madura
3zae8p,Soto
ge48g1,Ayam Betutu
ygu7z3,Ayam Goreng
wq6owk,Gado Gado
sk98sc,Ayam Betutu
2fbhm3,Ayam Betutu
p35zbl,Rendang
ljee0i,Coto Makassar
785lti,Sate Padang
0ctsf1,Soto
sm51kh,Gado Gado
2ddkc4,Sate Padang
u1os5m,Coto Makassar
bvtrvj,Rendang
5bsfov,Nasi Goreng
c4lzqk,Gado Gado
2g9yhj,Rendang
y1a3e1,Nasi Goreng
lmamm0,Sate Madura
m7q163,Nasi Goreng
8k02q0,Ayam Bakar
wsbqjw,Nasi Goreng
nepkej,Sate Madura
0a4zbm,Bakso
c0pvd3,Sate Madura
ugi0mt,Gudeg
4m2hxo,Rendang
iqegtz,Ayam Pop
gixeid,Ayam Goreng
9g638f,Gado Gado
8u95qq,Sate Padang
xneomh,Sate Madura
j2df65,Bakso
l4op8i,Pempek
h939co,Ayam Bakar
0vtmxb,Ayam Goreng
j0s559,Ayam Betutu
gefka4,Sate Madura
usn8h9,Kotak Putih
ee72g9,Ayam Goreng
kka1n2,Kotak Putih
6itr8t,Kotak Putih
s58hn5,Ayam Betutu
fap508,Bakso
atk81c,Soto
i16ico,Rawon
ma30j3,Ayam Goreng
j7ol8u,Ayam Goreng
136ib1,Ayam Goreng
0jbk8n,Coto Makassar
t5r684,Bakso
thjkln,Soto
zlk3su,Bakso
4h9dnd,Sate Padang
cpf4jk,Soto
wkvg39,Ayam Betutu
3o1nww,Ayam Goreng
5p64zy,Gado Gado
3gnz9l,Rawon
ddhlwg,Sate Padang
anwdgw,Gudeg
excqh1,Ayam Betutu
fsui63,Pempek
6zz5zm,Sate Padang
q1o13g,Ayam Betutu
s8hqj1,Sate Padang
uob1da,Sate Madura
wpn7xi,Ayam Goreng
c07m81,Ayam Pop
q7xwsv,Soto
ecs485,Bakso
luuqt4,Pempek
fsawiq,Nasi Goreng
wu33a3,Gudeg
rrawe7,Nasi Goreng
sgotnl,Rawon
ybcral,Ayam Bakar
j736gc,Rawon
ha0cls,Nasi Goreng
gbzw5z,Ayam Bakar
wiqd9z,Rawon
444vd8,Soto
m5jctj,Ayam Goreng
onzc4k,Soto
p0vlh8,Pempek
1bwc43,Soto
3y3tov,Coto Makassar
ywx5mg,Ayam Bakar
esytc2,Nasi Goreng
exz122,Kotak Putih
m3trfn,Ayam Goreng
wvgrfw,Bakso
oaaxob,Sate Padang
k702g9,Ayam Betutu
ygksoc,Gudeg
sfkfcs,Rawon
ytcwjz,Ayam Bakar
jf843e,Gado Gado
79r3t1,Ayam Goreng
xdeqr5,Nasi Goreng
2vliry,Ayam Pop
aev112,Rendang
bic5xq,Sate Madura
ohumq0,Sate Madura
h7hmo8,Gudeg
0k3ddz,Gudeg
xnx229,Pempek
am39l3,Ayam Goreng
m5fd1r,Sate Madura
ms49k5,Nasi Goreng
vwrsky,Gudeg
ffxstn,Bakso
djwa74,Coto Makassar
zax7cb,Bakso
ce9q4z,Kotak Putih
3ltame,Sate Padang
pife5u,Ayam Betutu
9oxblm,Bakso
v4rd87,Ayam Pop
tvq3bw,Bakso
ewq6nk,Ayam Bakar
xtclkb,Ayam Bakar
szeng3,Soto
n5cf21,Bakso
cfscf8,Pempek
txxreu,Sate Padang
kerk61,Bakso
1g8f79,Sate Madura
ex00an,Gudeg
mhmgqe,Gado Gado
0er077,Bakso
pxb07i,Ayam Pop
k3x2jm,Kotak Putih
0d87ub,Sate Padang
9sllp2,Gado Gado
8g9iwk,Coto Makassar
66bw4a,Ayam Goreng
r8eyne,Sate Padang
0xgguz,Soto
6dfitv,Ayam Bakar
su1vob,Soto
ph3js0,Pempek
s189lz,Ayam Goreng
k0kqf4,Ayam Goreng
jov47k,Ayam Goreng
jx6nqk,Rawon
wlbsvr,Ayam Goreng
7wbgx1,Gudeg
t0f69w,Kotak Putih
zgp5q9,Ayam Goreng
8nexiw,Gado Gado
p4rahw,Coto Makassar
0slbja,Ayam Pop
w685il,Ayam Bakar
g0te4k,Sate Padang
6nivh0,Sate Madura
keujk5,Pempek
sjy1ph,Bakso
jk9pnm,Pempek
5gxly2,Rawon
jz2aky,Kotak Putih
fmdui9,Bakso
42zudd,Rendang
9kcpb2,Coto Makassar
a1p7qr,Gado Gado
5yfmgb,Soto
os4gp2,Nasi Goreng
ztqgfl,Coto Makassar
hseb9k,Pempek
2jynpg,Rendang
4m3fmq,Gado Gado
ong3u0,Kotak Putih
2ms94q,Rawon
36pc3x,Rendang
dyu90m,Sate Padang
og0ij5,Gudeg
2rx5vj,Ayam Betutu
bxpwnk,Gudeg
mwfwoa,Gudeg
1ctqdp,Sate Madura
sbz2ux,Gudeg
rxjuqb,Sate Madura
z7a810,Sate Padang
xmm1oh,Bakso
06xfo2,Ayam Bakar
biajme,Pempek
07nmzv,Gado Gado
bpxalf,Ayam Bakar
i9jeki,Rawon
wn09k1,Ayam Goreng
dduzfl,Pempek
hqao33,Sate Madura
dr0xbr,Gado Gado
8iv1oa,Sate Padang
yyahxx,Bakso
fvzbji,Sate Madura
l70jto,Gado Gado
6na1ui,Ayam Bakar
8hqek7,Sate Madura
2dvtps,Gudeg
hc9r6i,Ayam Goreng
b6omka,Nasi Goreng
2p2gpw,Sate Madura
87f844,Coto Makassar
dypqzu,Bakso
da9ivw,Sate Padang
z57gsw,Sate Padang
cbcwhc,Ayam Goreng
rpokbb,Ayam Pop
1xuh5a,Rawon
hmuhyl,Kotak Putih
njkxhi,Rawon
0kvo4y,Rawon
baph1f,Nasi Goreng
mp2m8m,Ayam Betutu
5wjvzy,Sate Padang
pvottu,Rawon
3lzn8m,Gudeg
r0r9z7,Nasi Goreng
0l3ybk,Kotak Putih
e405nb,Ayam Pop
7llog3,Gado Gado
mc8q8a,Rawon
kezh96,Sate Padang
mn734i,Ayam Goreng
4bppkr,Gado Gado
osjvxg,Ayam Goreng
buu0gt,Bakso
d6eplm,Ayam Pop
vd7urd,Ayam Betutu
a93kdr,Gudeg
3bo75p,Nasi Goreng
p6xgjy,Sate Padang
85mxca,Kotak Putih
3lncjz,Ayam Bakar
djb23e,Rawon
uyn41t,Ayam Goreng
tn7966,Ayam Betutu
5eoqjp,Gado Gado
0zgpdj,Ayam Pop
yd6xu9,Soto
l99o0v,Sate Madura
j6fqz5,Bakso
g0yvy8,Gudeg
yww2im,Rendang
bswz3m,Bakso
5labi1,Kotak Putih
1ymbig,Coto Makassar
6rga4r,Rawon
xdupb7,Pempek
b7wjp4,Ayam Betutu
f3o46x,Rawon
9zqtlv,Gado Gado
ebzr2j,Nasi Goreng
rpoo7q,Bakso
1n7l8b,Ayam Pop
7vn2w7,Rendang
tqfrod,Sate Padang
e4b86t,Coto Makassar
8b9vhu,Sate Madura
i5qxxz,Gado Gado
8q31r5,Rendang
7eijsj,Soto
q3ik9j,Gado Gado
s3aw39,Sate Padang
6zw8ko,Sate Padang
3vjbfd,Pempek
eiikxa,Gado Gado
pnnhd9,Pempek
i79jjl,Nasi Goreng
tfofxk,Sate Padang
mex70x,Ayam Goreng
g0bxc1,Ayam Pop
ohu1vx,Rendang
rwdu7v,Ayam Bakar
9xwtq3,Sate Padang
nux9yi,Pempek
x7o8gi,Gudeg
xnrkbh,Kotak Putih
k90kew,Ayam Goreng
28qsfj,Bakso
lnzry3,Pempek
ih3fs5,Bakso
6plsyp,Ayam Betutu
dxze9a,Ayam Bakar
ilmuxl,Kotak Putih
o2l1hx,Ayam Pop
c1qcw5,Ayam Bakar
vqhpk5,Ayam Bakar
8c1edu,Sate Padang
pa75xq,Coto Makassar
mxav50,Ayam Pop
75jllm,Soto
ezs356,Ayam Goreng
b7z0dj,Rawon
la7rek,Ayam Bakar
g68xi9,Kotak Putih
pa5702,Pempek
dchpo0,Nasi Goreng
1suq8c,Rendang
uxfwl3,Sate Madura
qmn49q,Ayam Betutu
ovpl0r,Ayam Pop
kdsq8h,Ayam Bakar
k3or2v,Soto
r1dwjr,Rendang
oty1q8,Rawon
hn51vf,Pempek
5d3t0q,Coto Makassar
vts83l,Ayam Betutu
rzwwbu,Ayam Bakar
uhqvey,Ayam Betutu
wd2tj9,Ayam Bakar
6zn9lr,Soto
alil6r,Ayam Goreng
iu78n2,Nasi Goreng
xkj4rb,Ayam Goreng
zoscsh,Kotak Putih
f5m8rs,Ayam Goreng
3raki2,Ayam Goreng
qxh0hk,Sate Madura
xpe3i6,Gudeg
7g7a4h,Sate Madura
tl1iat,Ayam Pop
4mi80o,Ayam Bakar
0nbcxo,Coto Makassar
r1gltt,Coto Makassar
gyrbl2,Kotak Putih
susolk,Ayam Goreng
s1lm3i,Ayam Goreng
s644hm,Sate Padang
hhc5gr,Gado Gado
bbvesz,Sate Padang
2w2xuw,Rendang
9b2y4u,Soto
9nvwlr,Bakso
l8ljqy,Nasi Goreng
m5nxhl,Pempek
4mc4wr,Pempek
5ovatx,Ayam Pop
aj5i65,Ayam Pop
njccmq,Ayam Bakar
20k62m,Ayam Bakar
e70whs,Kotak Putih
1qi1zp,Coto Makassar
q2hx0m,Gado Gado
y46adv,Soto
pguzsc,Sate Madura
6u4frh,Ayam Goreng
w2fhh8,Ayam Betutu
f45pum,Rendang
rjrz9j,Pempek
i3ew06,Nasi Goreng
sz64pn,Ayam Bakar
jyvidr,Sate Padang
zp64up,Sate Padang
7ku8dd,Sate Madura
jdtomx,Bakso
38x8l5,Sate Madura
dasa7o,Ayam Betutu
0wgus8,Gado Gado
g52zkp,Soto
q8osm8,Ayam Betutu
qdvgk3,Rendang
yr26l7,Kotak Putih
w9i2te,Bakso
o7ulsa,Ayam Betutu
gpu9gg,Ayam Pop
mmcezb,Sate Padang
3jyvgp,Soto
l0wjp0,Sate Madura
l8yskk,Rawon
f7tgq2,Pempek
1gt7al,Bakso
awk5vf,Gado Gado
vus3uk,Gudeg
q2ynmb,Ayam Goreng
ohg23q,Rendang
4lmvf8,Soto
nhkjs8,Nasi Goreng
30wdkz,Ayam Bakar
2e7igv,Nasi Goreng
e1dzyd,Soto
g84il0,Nasi Goreng
21q7ci,Gado Gado
eesc7w,Pempek
hnx1yu,Ayam Pop
y9fc2e,Soto
b0bo3t,Sate Padang
ezq2hn,Pempek
mwcqyz,Sate Madura
zggq0o,Sate Madura
1zfqsc,Ayam Pop
kop9wo,Sate Madura
gjjgst,Gado Gado
36xre1,Soto
rnc4cr,Pempek
0g13wo,Ayam Bakar
atp3py,Sate Madura
2vopjg,Rawon
00ae48,Ayam Bakar
jlform,Ayam Betutu
kykkwi,Ayam Betutu
yilo7w,Sate Padang
4izt8f,Ayam Betutu
rjz343,Sate Madura
pxivt4,Coto Makassar
gbphj9,Gado Gado
ihmt2r,Bakso
o0jv9o,Sate Padang
7k11q0,Ayam Bakar
004v2b,Ayam Betutu
epf71s,Kotak Putih
nnch5y,Sate Padang
179bfc,Gudeg
pr640m,Ayam Betutu
y2wlt3,Ayam Pop
0axw50,Ayam Goreng
5tnyre,Gado Gado
hwr877,Ayam Goreng
135w5u,Kotak Putih
dcv2lt,Bakso
hok0yi,Ayam Bakar
1f6ix1,Rendang
xue1gi,Ayam Bakar
okxztf,Rendang
v9evlk,Kotak Putih
t2aywt,Sate Padang
vrzcpc,Soto
vqih6y,Ayam Bakar
vnwdsz,Kotak Putih
vqrbrp,Gudeg
a8yqk6,Bakso
frw7sk,Soto
qy7mt9,Pempek
a8ol0q,Coto Makassar
2bohv6,Nasi Goreng
q4czpg,Ayam Pop
tt52t6,Nasi Goreng
001g4d,Bakso
lpbmcl,Bakso
ld19v4,Ayam Betutu
lyfvqo,Gudeg
xqgsi3,Coto Makassar
qiv4ht,Ayam Bakar
8lvm3b,Sate Madura
xjg0kl,Soto
emdrz5,Rawon
xbpdpo,Gado Gado
3srpr1,Gudeg
0j7jd9,Pempek
4bcmlx,Gado Gado
xynnlk,Ayam Bakar
weh2j9,Ayam Goreng
zp5smb,Rawon
uvf9mq,Sate Padang
wzr8a5,Ayam Bakar
4hcz0c,Ayam Betutu
6ndmm0,Ayam Pop
u5ie55,Gudeg
ay3axz,Gudeg
uk1gqs,Pempek
eswhow,Ayam Pop
bq2r49,Soto
wkjxto,Ayam Goreng
3r7m47,Rawon
5mq1y2,Kotak Putih
pmm0d2,Nasi Goreng
mer6lb,Gudeg
qxl7rz,Soto
lk4hbi,Coto Makassar
ii8a0f,Sate Padang
gux5jr,Sate Padang
yn0078,Ayam Pop
mlyae6,Pempek
tzgp15,Soto
5vzybj,Soto
07t1c1,Ayam Bakar
qp5kic,Ayam Betutu
z0pol6,Gudeg
9rm2el,Ayam Bakar
zj0sby,Sate Padang
0ozpbd,Pempek
g633l9,Sate Padang
83xggy,Sate Madura
ysixcg,Sate Padang
zugb4c,Soto
ubqfj1,Rendang
po11lh,Pempek
j8s1w2,Kotak Putih
hli474,Pempek
rt66b4,Nasi Goreng
gxvdph,Ayam Betutu
x8sqt6,Ayam Bakar
hgxa7p,Ayam Pop
p2lvx4,Soto
jjpnj8,Kotak Putih
xye2w9,Soto
mbfp9s,Pempek
lepfxi,Gado Gado
7hkhdt,Nasi Goreng
knoqa8,Ayam Betutu
62uo1o,Sate Madura
19m2f9,Gudeg
81qb34,Sate Madura
pyhd89,Nasi Goreng
93cjih,Soto
55tjw4,Sate Madura
z0es0r,Gado Gado
a5l3y9,Coto Makassar
79y72v,Bakso
g11igo,Ayam Betutu
ibrkb0,Rawon
2guc2p,Gado Gado
eakbnv,Coto Makassar
76auu2,Nasi Goreng
rgeo00,Bakso
0oymc8,Sate Madura
84ummu,Nasi Goreng
t3xubf,Ayam Betutu
hmyth1,Ayam Betutu
ext5gs,Ayam Bakar
1qrndk,Nasi Goreng
b81h65,Ayam Goreng
gjide2,Ayam Goreng
8gla24,Sate Madura
97b33l,Coto Makassar
x2ngtm,Ayam Betutu
y2sh2e,Nasi Goreng
2h2jjv,Ayam Betutu
4yc5rk,Gado Gado
117b96,Ayam Goreng
o8hr7y,Rendang
kcdjij,Ayam Goreng
pe9a1w,Rawon
06b0j5,Gado Gado
prxi0r,Nasi Goreng
20ffzb,Ayam Betutu
ob1y2x,Sate Padang
ndogz5,Ayam Betutu
jhf05m,Gado Gado
7nfqer,Nasi Goreng
dnow2h,Sate Padang
q9oeci,Gado Gado
f4zv1q,Ayam Bakar
qy6ueu,Kotak Putih
sfdgq3,Sate Padang
hq2gho,Nasi Goreng
2g6n5d,Ayam Goreng
xv1tor,Coto Makassar
a2lmsa,Sate Padang
ng8h5b,Nasi Goreng
rqkau3,Ayam Goreng
qbklp0,Nasi Goreng
3w93oc,Ayam Betutu
tklbvc,Rendang
zu6mt2,Kotak Putih
hkkejr,Pempek
63uxrs,Rawon
sx8sh7,Gudeg
17zxr8,Sate Madura
89wnir,Ayam Pop
xaube7,Ayam Betutu
wcswnx,Ayam Betutu
bc7ots,Sate Padang
g9qsqo,Ayam Goreng
zomuwl,Gado Gado
9az0y0,Ayam Betutu
ae3v49,Ayam Goreng
iqonfz,Soto
p83j6k,Ayam Bakar
g09d0s,Nasi Goreng
d72x4i,Coto Makassar
uoqedk,Rendang
w6yn02,Gudeg
q5z2n0,Bakso
ke197b,Bakso
xlhhl3,Nasi Goreng
d2iwms,Nasi Goreng
z6eglr,Bakso
3at5qv,Kotak Putih
bl1juu,Kotak Putih
38oxep,Kotak Putih
gjrko1,Rawon
ufglxq,Sate Madura
0qkggm,Ayam Bakar
g3qflx,Ayam Bakar
e1o2a7,Ayam Bakar
n04v5n,Rawon
02nf1z,Sate Padang
z60vs6,Ayam Pop
hmpxcu,Ayam Pop
8s1rqi,Gudeg
kgbbwr,Ayam Goreng
43t7pm,Ayam Pop
9yqzcn,Kotak Putih
xtw1n2,Gudeg
s3t77k,Rawon
pltgqe,Soto
w79vgp,Coto Makassar
o2bhaz,Coto Makassar
qzt0ci,Gudeg
jeqyd8,Gudeg
54u0wa,Sate Madura
04gh8d,Ayam Bakar
txshvr,Soto
zt93li,Ayam Betutu
mnpqrj,Ayam Pop
umk7ic,Gudeg
aorivj,Sate Madura
l746b4,Coto Makassar
bpd66v,Kotak Putih
xr4jic,Ayam Bakar
igu0u8,Gado Gado
opyu8f,Rawon
nut3om,Sate Padang
xoxixo,Soto
chz63d,Rendang
mwxl3o,Sate Madura
153xqk,Ayam Pop
a3tv9u,Gudeg
je3185,Bakso
z4amw4,Ayam Pop
dxnggs,Sate Padang
n8a0id,Sate Padang
7yl6kx,Bakso
u0uiw6,Rendang
v44udr,Gado Gado
q3nugw,Pempek
oou5up,Ayam Pop
cipt8i,Ayam Goreng
oghxsh,Rawon
230e1n,Rendang
9v5s8e,Sate Padang
pllytw,Ayam Betutu
27lwoj,Pempek
5khb3z,Nasi Goreng
fpcf9d,Ayam Pop
zoyrp3,Soto
tt3j83,Coto Makassar
en15fa,Pempek
ew9sa0,Coto Makassar
cvdw61,Soto
b8rcae,Ayam Bakar
g6fhku,Soto
vkg965,Rendang
tcwizd,Ayam Betutu
3chcju,Soto
jen4jj,Sate Madura
gasezs,Bakso
mkquio,Ayam Goreng
ago1ly,Pempek
3pm1a5,Gudeg
7jjxx4,Coto Makassar
6f5j2k,Gado Gado
1et4rw,Rawon
5596vl,Rendang
nhz44j,Bakso
vwz0aj,Bakso
zh62q5,Rawon
7fnhtp,Sate Madura
8vli8c,Soto
rpw8on,Pempek
11z4yt,Nasi Goreng
4dgsx4,Ayam Bakar
moo8sv,Sate Padang
t39wru,Ayam Pop
8yaeqw,Nasi Goreng
ac6bsk,Kotak Putih
8c0v4w,Bakso
d39ayl,Coto Makassar
7z4jx1,Ayam Bakar
epek9v,Rawon
r6jzl8,Ayam Betutu
a53wnp,Gudeg
gyb85p,Nasi Goreng
vn00re,Ayam Bakar
zfl63c,Ayam Betutu
3ggwhd,Sate Madura
w1gfy0,Rawon
fapggn,Gado Gado
bjdzz8,Ayam Betutu
3sxn2q,Ayam Pop
kb3wse,Kotak Putih
cdtbje,Gudeg
j0yqcb,Pempek
3p69fx,Ayam Pop
6q4zel,Ayam Betutu
gltm2j,Soto
8ck71p,Kotak Putih
irhvbk,Kotak Putih
2ap4sa,Ayam Betutu
7cl1or,Gado Gado
5ykmuv,Kotak Putih
nfhadp,Ayam Pop
d439fy,Nasi Goreng
fn1rs6,Sate Madura
7mrby1,Pempek
py8rv7,Soto
b2qv5l,Ayam Betutu
92qy0t,Bakso
uz8vpn,Soto
cb3je6,Soto
jn4oay,Rawon
rkvpjw,Bakso
u01kzq,Soto
wnn2ju,Gado Gado
sblcdr,Ayam Goreng
kz5axf,Ayam Betutu
51ni0s,Rendang
rsz8u5,Gado Gado
yceb9y,Ayam Bakar
wed9f5,Kotak Putih
uhht2s,Rendang
ul5uhq,Nasi Goreng
1voy92,Ayam Pop
g3n1jj,Coto Makassar
z0zp5a,Rawon
v96udo,Rendang
gvpy3z,Gado Gado
5n6k0n,Bakso
auc78d,Ayam Betutu
l0lyfp,Nasi Goreng
6wxc2q,Ayam Betutu
ke5qc7,Soto
tcr1la,Soto
k2wuv0,Bakso
qtkatx,Pempek
v5wl4n,Pempek
ycxjkl,Pempek
iwnou7,Sate Madura
qg00qe,Rawon
xga5ys,Rawon
1ws386,Rendang
sg89j0,Pempek
ocmy6r,Ayam Goreng
mxivqa,Sate Madura
8wcytl,Gudeg
3gcg6d,Ayam Goreng
4anzvh,Rendang
7wk3r3,Sate Madura
atro3c,Gudeg
yfmfb4,Gado Gado
izff1v,Nasi Goreng
rd4nd0,Ayam Pop
09iyo8,Rawon
d0xjzp,Nasi Goreng
bcyieq,Ayam Betutu
clmjhx,Nasi Goreng
16zfgf,Soto
bnlrt9,Ayam Bakar
06ep5v,Rawon
kpmyfy,Gudeg
x80v6n,Ayam Betutu
wxktzy,Ayam Bakar
wpi927,Nasi Goreng
fnfe6h,Ayam Goreng
e0xa8d,Sate Madura
behbeo,Sate Madura
793ro9,Gado Gado
uubpy3,Pempek
rk8abj,Nasi Goreng
fpz1h9,Ayam Betutu
muh30p,Sate Padang
m8n6p7,Kotak Putih
5uk2ca,Gado Gado
urxuyp,Rawon
c7k9or,Sate Padang
zv9y7b,Ayam Betutu
1o5u2z,Kotak Putih
4gqnmk,Rawon
da3v6g,Rendang
chy0mb,Gado Gado
5gsu6i,Pempek
17gtch,Gudeg
rh2b5v,Ayam Betutu
g1kauu,Ayam Betutu
6kread,Soto
aot3wu,Rawon
k1j65b,Rawon
4v8wed,Ayam Bakar
cet7sx,Sate Padang
zw2g9t,Nasi Goreng
sjd78u,Soto
j50alh,Ayam Goreng
c050k4,Soto
ypg62x,Pempek
rph4qu,Gado Gado
y36qq9,Kotak Putih
uxl04w,Gudeg
7c6dh2,Ayam Goreng
01lj7r,Bakso
isxxwg,Gudeg
817utq,Coto Makassar
vzk5vm,Soto
hkn635,Coto Makassar
hl5s04,Nasi Goreng
rtj060,Nasi Goreng
1k7o2w,Ayam Betutu
v4rwdl,Soto
aqvc04,Rawon
2q15w9,Ayam Goreng
uie2br,Ayam Bakar
0dmw2s,Ayam Betutu
xuaenb,Rendang
q1unil,Sate Madura
iom5c8,Sate Padang
t4upch,Sate Padang
2mk7f1,Soto
kezilx,Bakso
upblhd,Ayam Betutu
i8ykv9,Rendang
tv0eau,Ayam Bakar
812brw,Ayam Betutu
2xo2wz,Ayam Bakar
cdq1te,Coto Makassar
gm1fsv,Ayam Bakar
n37u36,Sate Madura
7u3w1j,Bakso
2ie0h8,Soto
5xdo76,Ayam Betutu
yex59h,Rendang
5v1i3a,Pempek
lyzp3r,Pempek
f8e7h6,Sate Padang
ja4htw,Gudeg
t1oonj,Rawon
cbu3rx,Ayam Betutu
mqgd78,Gudeg
4ezkeo,Nasi Goreng
6j3hip,Nasi Goreng
uj9xjg,Ayam Pop
ov7pvs,Rendang
56xhn2,Bakso
qsdp6k,Nasi Goreng
7f1r3g,Kotak Putih
ii3wdd,Bakso
wqrcbn,Ayam Pop
xslrlc,Bakso
eaks98,Ayam Goreng
z1v1f8,Ayam Pop
d9m3iz,Ayam Goreng
ps5071,Rawon
3qvw04,Bakso
h8gns3,Coto Makassar
5h7d7w,Gudeg
t1ozek,Coto Makassar
meepwx,Pempek
ks4wi8,Pempek
sst6ux,Gudeg
oy9zsg,Ayam Pop
morqij,Ayam Pop
3811or,Coto Makassar
zqzp9v,Ayam Pop
5bjuxb,Pempek
pufeca,Rendang
dlt2qa,Soto
r0vnot,Rawon
9lmqw0,Ayam Goreng
rw9m0c,Ayam Bakar
6likum,Ayam Goreng
pvb1yh,Gado Gado
vg2ghy,Gado Gado
p346c6,Ayam Pop
4398i3,Bakso
o5x4ss,Sate Padang
yxwli2,Bakso
dsxbqh,Rawon
